title,url,org,body,election_news_confidence
Is Chipotle evil? This ad campaign says absolutely,http://www.washingtonpost.com/news/wonkblog/wp/2015/09/03/is-chipotle-evil-this-ad-campaign-says-absolutely/,washpo,"This morning, a new, controversial ad campaign hit the press. New Yorkers, en route to work, were likely the first to see it, because it's inaugural imprint was in The New York Post, in the form of a full page advert. And it isn't at all kind to Chipotle. The ad, which features a flexing, overweight male, looking directly into the camera, smiling, almost snidely, clearly mocks the notion that eating at Chipotle is a healthy life choice. ""Eat two 'all natural' Chipotle burritos a week and you could gain 40 pounds in a year,"" the ad says, oozing with sarcasm. At the very top, large block letters read ''Chipotle' Healthy,' in large block letters. This is what it looks like. The link teased in over-sized capital letters, chubbychipotle.com, leads to a single page website. Within it, Chipotle's slogan—'food with integrity'—is altered so it says 'food with hypocrisy' instead; its commitments to sustainability, antibiotic-free meat, and GMO-free food are also disparaged. Sofrito, the website quips at one point, is a word the chain ""made up for tofu."" In all, there are four sections, and each one of them is equally harsh in its treatment, taking issue with distinct facets of Chipotle's messaging. The campaign is being funded by The Center for Consumer Freedom (CCF), which is only apparent once one scrolls to the very bottom of the website. CCF is a non-profit organization, which lobbies on behalf of the food companies. The group's mission is perhaps most clearly evident in those it deems its adversaries. ""A growing cabal of activists has meddled in Americans’ lives in recent years,"" CCF's about section says. ""They include self-anointed “food police,” health campaigners, trial lawyers, personal-finance do-gooders, animal-rights misanthropes, and meddling bureaucrats."" Chipotle, CCF holds, falls firmly into that family of enemy activists. ""A lot of what Chipotle says about its food is based on misconceptions,"" said Will Coggin, who is the director of research at CCF. ""We launched this campaign, because we wanted to take this stuff head on."" Specifically, Coggin points to the chain's self-aggrandizing statements about its food. ""They've built up this idea that somehow their food is better for you, that it's healthier for you,"" he said. ""We're not going to take it."" Chipotle, for its part, is neither surprised by the attack nor impressed by it. ""What they're saying, what they're accusing us of, it's nothing new,"" said Chris Arnold, Chipotle's director of communications. ""They're just rehashing things others have been making up about us for years."" ""There's nothing false at all about our advertising or marketing,"" he added. ""But there are legitimate ways to challenges these sorts of things. Launching a smear campaign isn't one of them. It's actually just pretty infantile."" Chipotle has earned both praise and skepticism in its ascent to the upper echelon of the fast food world. The company's mission, which is centered around a commitment to sourcing the most ethical ingredients possible, has proven an honest one. Earlier this year, when it became clear that a pork supplier wasn't meeting the company's standards, Chipotle took the fall, and stopped serving pork at hundreds of restaurants around country. The act was met with applause, as consumers celebrated the chain's steadfastness about its core values. Chipotle's announcement that it would no longer serve foods containing genetically modified organisms, however, was far less popular. Much of the media, including The Washington Post's editorial board, accused the chain of irresponsible fear-mongering. But CCF's campaign calls the entirety of Chipotle's messaging into question, which Arnold says is pretty ironic. ""We've always been very transparent in the way that we run our business,"" he said. ""You can't really say the same about the Center for Consumer Freedom."" Indeed, there is reason to believe that the organization's intention might be less pure than their statements make it seem. CCF, after all, was founded by Rick Berman, a lawyer and lobbyist, famous for arguing on behalf of big food companies and against big health initiatives. Initially, the group was founded to fight smoking curbs in restaurants. The money, of course, came from the coffers of tobacco companies and restaurants. But it has since shifted its focus to the food and beverage industry, where many large players are worried about the impact of health, nutrition, and animal welfare concerns. ""Our general goal is to push against activist groups,"" Coggin says. ""We're very clear about that."" What CCF isn't clear about is who exactly funds its work. Coggin holds that no company, or even group of companies, helped spearhead the anti-Chipotle campaign. ""It's just a project of ours."" But it's impossible for people to know, because the center is a nonprofit 501(c)(3) organization, and, as such, doesn't have to disclose individual donors. Instead, it offers transparency by sharing only a vague sense of where it gets its money. ""The Center for Consumer Freedom is supported by restaurants, food companies and thousands of individual consumers,"" the organization's website says. ""Mr. Berman is being paid to advocate the interests of a company or group of companies or industry, but won't say who those are,"" said Arnold. ""I don't know about you, but that seems kind of shady."" Shady or not, the public attacks are likely only to pick up speed, and prominence. Asked whether the full-page ad in the New York Post and new Web site were the extent of the campaign, Coggin assured that it's only the start. ""Oh, there is more to come,"" he said. ""But I won't say anymore, I can't talk about it at this time.""",0.41363656667534715
"After 12 years in the House, Kline opts to retire",http://www.washingtonpost.com/local/education/after-12-years-in-the-house-kline-opts-to-retire/2015/09/03/2fa941ca-5255-11e5-8c19-0b6825aa4a3a_story.html,washpo,"Rep. John Kline (R-Minn.), the chair of the House Education and the Workforce Committee, announced Thursday that he will not seek reelection in 2016. Kline, who turns 68 next week, has been working for years to rewrite the main federal education law. He and other House leaders are now in negotiations with the Senate over such a replacement for No Child Left Behind. [Senate passes No Child Left Behind rewrite, would shrink federal role] In a statement released by his office, Kline explained why he opted not to seek an eighth term. “Strengthening our nation’s classrooms and workplaces has been at the forefront of the committee’s agenda since I was first selected to serve as chairman, and it will continue to be my leading priority in the months ahead,” he said in a statement. “Whether it’s replacing No Child Left Behind, holding the Obama administration accountable for its harmful policies, or strengthening higher education, there is a lot of work to do over the next 16 months. I remain humbled by the opportunity to lead the committee, and I intend to finish strong and to continue delivering commonsense reforms America’s student, parents, workers, and employers deserve.” Kline’s district in the St. Paul suburbs was carried by President Obama in 2012 and has been targeted by Democrats, although Kline easily won reelection in 2014 when the district was labeled by the Cook Political Report as “Solid R” .",0.3084124757967095
"Archaeologists' weapon against ISIS: 5,000 cameras",http://www.foxnews.com/science/2015/09/03/archaeologists-weapon-against-isis-5000-cameras/,fox,"The 2,000-year-old Temple of Bel in Syria was recently blown up by the Islamic State. Now, archeologists are trying to digitally document other antiquities before they suffer the same fate. (Silvan Rehfeld, UNESCO via AP)

Archaeologists and thousands of volunteers are in a race against time to digitally map some of the world's oldest and most important statues, temples, and cities before they can be destroyed by the Islamic State, the Los Angeles Times reports.

If ISIS ""is permitted to wipe the slate clean and rewrite the history of a region that defined global aesthetic and political sensibilities, we will collectively suffer a costly and irreversible defeat,"" Roger Michel, director of the Institute for Digital Archaeology, tells the Telegraph.

In recent months, the terrorist group has blown up a pair of 2,000-year-old temples in Syria and destroyed Iraq's ancient city of Nimrud. ISIS considers these antiquities idolatry, and destroying them is a major facet of its propaganda, notes Forbes.

To combat the loss of history, the institute—a venture between Harvard and Oxford—is spending $2 million to send at least 5,000 high-tech cameras to volunteers in the region to take millions of photos, the Telegraph reports.

The institute will use the photos to create 3-D images, which could be used to make replicas of destroyed sites, something Forbes states MIT has offered to do.

Taking photos at these sites will be dangerous work, and volunteers will only go to sites not yet controlled by ISIS, the Times reports. Though the project started only six weeks ago, time is of the essence.

""We want to do something to document this legacy before it disappears,"" Michel tells the Times. (The group also beheaded an archaeological pioneer in the region.)

This article originally appeared on Newser: Archaeologists Race to Map History Before ISIS Destroys It

More From Newser

Assange's Embassy Escape Plans Revealed

Tragic Tale of the German Who Wouldn't Salute Hitler

Polar Bears Lay Siege to Russian Weather Station",0.3201054197976132
"U.S. Treasury to sell $58 bln in notes, bonds",http://feeds.reuters.com/~r/reuters/bondsNews/~3/iE7o0cNsmJ0/story01.htm,reuters,"WASHINGTON - For details of the U.S. Treasury's auction of

3-year and 10-year notes, and 30-year bonds next week, see:

3-year notes:

here

10-year notes:

here

30-year bonds:

here

(Washington economics newsroom)",0.35423358137812844
Bulgaria to decide on extradition of suspect over 71 dead migrants,http://reuters.us.feedsportal.com/c/35217/f/654235/s/498b8a84/sc/3/l/0L0Sreuters0N0Carticle0C20A150C0A90C0A30Ceurope0Emigrants0Ebulgaria0Eaustria0EidUSL5N1193V820A150A90A30DfeedType0FRSS0GfeedName0FindustrialsSector/story01.htm,reuters,"SOFIA, Sept 3 A Bulgarian court will decide on

Monday whether to extradite to Austria a man who was arrested in

connection with the 71 dead refugees found in an abandoned truck

on an Austrian highway.

Tsvetan Tsvetanov, 32, was held for 72 hours under a

European arrest warrant at his home in the Danube town of Lom on

Monday.

The court in the northwestern town of Montana decided on

Thursday that Tsvetanov should remain under arrest and that the

extradition request hearing will be held next Monday.

Tsvetanov is believed to be one of the three drivers of the

refrigerated truck discovered last Thursday on a highway from

the Hungarian border to Vienna.

A baby girl and three other children were among the dead

crammed into the back of the truck.

Four Bulgarians and one Afghan citizen are already under

arrest pending an investigation in Hungary. They face up to 16

years in prison for trafficking in Hungary plus murder charges

in Austria.

(Reporting by Angel Krasimirov; Editing by Angus MacSwan)",0.34212252908832536
Bubba Watson Sits Out Pro-Am With Back Strain,http://rss.nytimes.com/c/34625/f/640344/s/498bb048/sc/35/l/0L0Snytimes0N0Caponline0C20A150C0A90C0A30Csports0Cgolf0Cap0Eglf0Edeutsche0Ebank0Ewatson0Bhtml0Dpartner0Frss0Gemc0Frss/story01.htm,nyt,"NORTON, Mass. — Two-time Masters champion Bubba Watson skipped the Deutsche Bank Championship pro-am Thursday because of a mild back injury.

Watson suffered a mild strain of his back during the weekend of The Barclays, where he finished third. His agent, Jens (pronounced YENTZ) Beck, says Watson received therapy the last few days. His trainer recommended one more day of rest as a precaution.

Watson is No. 3 in the FedEx Cup standings going into the second playoff event.

This is the second week in a row that a top player has missed the pro-am with a sore back. Jason Day felt a twinge during the week at The Barclays. He went on to a six-shot victory.",0.42626311206080492
"Jamieson, Gaunt Lead on 1st Day of Russian Open",http://rss.nytimes.com/c/34625/f/640344/s/498bb041/sc/35/l/0L0Snytimes0N0Caponline0C20A150C0A90C0A30Csports0Cgolf0Cap0Eglf0Erussian0Eopen0Bhtml0Dpartner0Frss0Gemc0Frss/story01.htm,nyt,"MOSCOW — Scott Jamieson and Daniel Gaunt took a share of the lead at the Russian Open with 6-under 65s in Thursday's first round.

Jamieson started his day at Skolkovo Golf Club with four straight birdies. Gaunt had an eagle on No. 12.

Lee Slattery and Bradley Dredge (both 66) are tied for third place, one stroke ahead of a group of eight others, including Made in Denmark winner David Horsey.

Former top-ranked tennis player Yevgeny Kafelnikov shot a 77 and was tied for 121st.",0.40948243096762788
Walker super PAC spends $9.25M in advertising,http://www.cnn.com/2015/09/03/politics/scott-walker-super-pac-ad-buy/index.html,cnn,"Washington (CNN)Wisconsin Gov. Scott Walker's affiliated super PAC announced the second phase of its advertising blitz Thursday, with plans to spend $9.25 million introducing Walker to voters in New Hampshire, Nevada and South Carolina.

That comes on top of the $7 million that the group -- Unintimidated PAC -- has already dedicated to Iowa, a state Walker supporters have said is absolutely critical to their candidate.

The PAC plans to spend a whopping $8 million in South Carolina, going on air Nov. 7 and running through that state's primary, Feb. 20.

Smaller buys of $725,000 and $400,000 are planned for New Hampshire and Nevada, respectively, to run in the week before each state's decision day.

READ: Can Scott Walker Recover?

The money is going, in part, into the first ad from Walker's super PAC, introducing him to voters and laying out his core message: that he not only fights, but wins key battles for conservatives. The spot opens with footage of thousands of union protesters at the Wisconsin statehouse, pushing their way past police and screaming.

It's the central battle which put Walker on the national stage and one that supporters have said he needs to focus on in the long run.

""Time after time Scott Walker fights, and wins,"" the narrator says in the one-minute ad.

Walker's super PAC and campaign are barred, by law, from coordinating with each other.

Walker struggled through August, following a flat debate performance, a slide in the polls and a series of gaffes and unclear stances on issues like ""birthright citizenship"" and talk of a Canadian border wall.

But Walker's team of supporters -- on the campaign side and PAC side -- have taken a long-view much like other candidates toiling in the shadow of front-runner Donald Trump: focus on the marathon through the primaries, not the sprint this summer.",0.99589370136399569
Here's The 62-Word Pledge Republicans Want Donald Trump To Sign,http://www.npr.org/sections/itsallpolitics/2015/09/03/437217287/heres-the-62-word-pledge-republicans-want-donald-trump-to-sign,npr,"Republican presidential candidate Donald Trump is meeting with the Republican National Committee's chair Thursday, followed by a press conference in New York City. It's been reported that he will sign an RNC's pledge promising to support the eventual 2016 Republican presidential nominee, ""regardless of who it is."" Though Trump wouldn't make that same promise during the first Republican presidential debate, he is now expected to sign it — though Republican strategists say nothing is certain with Trump until it's final. Here is the pledge:",0.99214696798125479
BRIEF-Eckert & Ziegler Bebig appoints Harald Hasselmann as new MD,http://feeds.reuters.com/~r/reuters/UShealthcareNews/~3/QKSpmdnJG7w/story01.htm,reuters,"Sept 3 Eckert & Ziegler Bebig SA :

* Dr. Harald Hasselmann appointed as new managing director of Eckert & Ziegler Bebig

Source text for Eikon:

Further company coverage:

(Gdynia Newsroom)",0.32412692320171715
